Tweet,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,num_labels
yang menulis macam twit ini biasanya kafirun munafik bau bau partai komunis indonesia paling aku pancasila paling mengakui aku indonesia tapi mentalnya mental kacung,1,0,1,1,0,0,3
puasa sok sokan membuat cerita buka bersama kantor ngentot fuck yosy bin darto,1,0,0,0,0,1,2
yang bunuh orang ahmadiyah syiah memang partai komunis indonesia ya,0,1,0,1,0,0,2
hai kampret goblok bin bodoh kamu baca ini pekok dipelihara peet kampret masih msu tanya lagi sehat kapan turki dan israel punya hubungan uniform resource locator,1,0,0,0,1,0,2
nanti ada rezim indonesia islam rezim amerika kristen ujung ujungnya islam lawan buddha lawan kristen lawan hindu senang kah anda,1,0,1,0,0,0,2
nih pendukung prabowo,0,1,0,0,1,0,2
ahok sih penghina al qur dan an ulama ini selalu bersikap menjijikkan yaitu sok suci merasa dan paling benar,1,0,1,0,0,0,2
mata najwa debat jakarta pak anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini menjadi agitatif dan licik semoga kalah kamu anjing,1,0,0,0,0,0,1
meski tak berambisi jokowi siap mencalonkan presiden jika didukung ulama,0,0,0,0,0,0,0
ahok versi pakpahan terima kasih kepada semua pihak yang sudah ciduk bajingan ini uniform resource locator,0,0,0,0,0,0,0
selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar indonesia,0,0,0,0,0,0,0
dosa fitnah umpama membunuh tak taulah sedar tidak yang cina xc xb islam fitnah itu lantaklah dia nih yang konon islam nih apa cerita,0,1,1,1,0,0,3
ah anjir favorit gue banget,0,0,0,0,0,0,0
trade war amp tensi geopolitik mereda fokus ke indikator ekonomi,0,0,0,0,0,0,0
sesama berkirim sms tapi malu in hhhh bangkai kesal gue,0,0,0,0,0,0,0
itu ustad yang ngentot ngentot pas dakwah ya saya kasih kutipan tidak yakin itu dakwah betulan apa tidak xf x x x,1,0,0,0,0,1,2
satu kader komunis indonesia,1,0,0,1,0,0,2
pbb pandangan saya naik secara signifikan paling bagus pasangan presiden incumbent melawan gatot nurmantyo amp yusril,0,0,0,0,0,0,0
mantap kan mahmud kontol gue sampai muncrat begitu jangan kapok ya tante bo aku lagi uniform resource locator,0,0,0,0,0,0,0
umat dipermak hindu tentara buddha radikal jadi muslim teroris rohingya,0,1,1,1,0,0,3
bagaimana mainnya anjing,0,0,0,0,0,0,0
enaknya ngentot ramai uniform resource locator,0,0,0,0,0,0,0
dasar muka tai babi lah mau tenar di bawa kalau berani jangan bagikan di media sosial umat siapa pun kalau agama nya di hina pasti marah besar dengan mudah nya langsung meminta maaf front pembela islam buruh dan cari o,1,0,1,0,1,0,3
allah hu barbar perintahkan penggal kafir bang fahri allah hu barbar mengajarkan penis ini benar,0,1,1,0,0,1,3
jokowi terpilih dan dilantik sebagai presiden ri pada oktober,0,0,0,0,0,0,0
ate bocah kontol goblok sontoloyo kepala sial gatel berengsek anjing,1,0,0,0,0,1,2
mata najwa debat jakarta topeng anda hari ini fix terbuka anda sama dengan yang mendukung anda bau busuk,1,0,0,0,0,0,1
hanya antek cina yang tidak komunis seperti ini musuh dan pembantai muslim uniform resource locator,1,0,1,1,0,0,3
ya allah seorang hafiz nan mujahid saja bisa kamu angkat nikmat imannya berbalik murtad jika sudah ditetapkan murtad apa lagi hamba yang banyak cacat ini tak punya amal andalan,0,0,0,0,0,0,0
salah pangkah dapat tai lgbt liberal menentang raja xc xb kafir harbi,0,1,1,0,0,1,3
kalau mau berpolitik ya mundur saja dulu dari posisi panglima orang jokowi ganti saja,1,0,0,0,0,0,1
keparat benar orang macam mantan gue itu,1,0,0,0,0,0,1
bangsat kebaca bangsat,0,0,0,0,0,0,0
seorang mujahid tak akan pernah berkata kasar apalagi menghina ulama haram hukumnya wakil pilih rakyat dari penghina partai islam ulama muslim dus partai islam pengkhianat muslim indonesia tidak,0,1,1,0,0,0,2
memanggilnya pelan mbak cebong budek semua xf x x x xf x f x x xf x f x x,0,1,0,0,1,0,2
indahnya kerukunan bertetangga adalah saat kamu lagi jemur pakaian di saat yang sama tetanggamu bakar sampah,0,0,0,0,0,0,0
lipstick di sapu tangan bora dan dan diriku dalam hati mampus malu kamu makan itu cipokan,1,0,0,0,0,1,2
kenapa tuan guru bajang membelot ke arah mendukung jokowi periode bisa jadi sebagai jawaban atas tekanan asing bagaimana proyeksi presiden,0,0,0,0,0,0,0
iya juga cantik banget edan,0,0,0,0,0,0,0
op rohingya kristen membunuh di yahudi afghanistan membunuh di palestina islam dimana membunuh malah dicap teroris pikir,0,1,1,0,0,0,2
betulkah anda yang bilang tentang kaum nabi lut sama dengan nusantara berarti kata itu juga menuduh orang nusantara seperti nu gay dan lesbi sudah malas mengikuti anda bro tidak respect lagi ternyata tidak beda dengan golongan radikal lain,0,0,0,0,0,0,0
kedua alis terangkat samar ia tampak asing atas bahasa yang kamu gunakan dan dan ok ia membalas berganti dengan bahasa inggris yang dikata merupakan bahasa universal,0,0,0,0,0,0,0
baca deh qs al almaidah al qur an adalah kitab suci terakhir dari semua kitab suci yang pernah allah turunkan yang mana al qur an menjadi semua kitab kiblat suci sebelumnya jadi secara logika rg sudah menistakan agama islam,1,0,1,0,0,0,2
bacot alah congor bau kamu,1,0,0,0,1,0,2
aduh kasihan sok kritis malah kelihatan kayak orang bego otak kamu juga kritis itu sudah stadium kali sakit nya,1,0,0,0,0,0,1
assalamualaikum yang bela kristen penyembah bangkai busuk itu tidak ada satupun yang bela kristen yang bodoh itu,0,1,1,0,0,0,2
lt terus ya not save for work bukan cuma gencat genjot doang tapi yang namanya not save for work sudah pasti tidak aman buat anak di bawah umur t xe x xa,0,0,0,0,0,0,0
eh tai bangsat kamu omongan kamu kayak iwan bopeng yang mau potong leher tentara nasional indonesia bangsat kamu iwan bopeng baik in tentara nasional indonesia tai kamu,1,0,0,0,0,0,1
partai komunis indonesia indonesia pertama siapakah namanya ajaran ini dari cina rusia partai komunis indonesia penghianat pancasila,0,1,0,1,0,0,2
pertumbuhan ekonomi asia pasifik turun poin dari prediksi awal,0,0,0,0,0,0,0
peeling tidak suka sama munafik sama kakak mw berhenti di dunia halu tetapi nyatanya di blued live coli ih anjing banget ya manusia homo kayak go to hell kalau tidak mau kakak kenal tidak apa apa kok tidak rugi kakak adalah ngapain kenal sama orang munafik kayak kamu,1,0,0,0,0,1,2
ngentot yuk,0,0,0,0,0,0,0
golkar partai koalisi punya hak ajukan calon wakil presiden jokowi,0,0,0,0,0,0,0
tapi kenyataanya jutaan rakyat kecil asli pribumi yang miskin justru semakin oleh ahok dimiskinkan cina kafir,1,0,1,1,0,0,3
kabinet cina jongos,0,1,0,1,0,0,2
hidang daging lembu pada tetamu hindu pula di mana sensitivitas,0,1,1,1,0,0,3
ya bro sudah dicek oleh dewan masjid indonesia penilaiannya hanya dari khotbah jumat plus daftar mubalignya dan jadi sudah ada tendensi over judgement lebih dahulu dan biasalah rejim zalim xf x f x x,0,0,0,0,0,0,0
bodoh question kalau mau ngentot tidak usah,1,0,0,0,0,1,2
pemerintah kritik anti pemerintah anti islam pemerintah antek partai komunis indonesia pemerintah antek alasan yahudi bikin aksi kan tai banget,0,1,1,1,0,0,3
suka gue mau di ekspresikan mana di presiden kita gue tidak dia memilih itu nya kalau menyadari banyak hater harusnya tau diri bukan malah makin edan sibuk menipu rakyat,1,0,0,0,1,0,2
jual memek kok di dasar media sosial pecun,1,0,0,0,0,1,2
pagi yang indah seperti memek mu,0,0,0,0,0,0,0
dasar belum tau mana fiksi sekarang mengunduh buku gampang dasar perek harga seratusan xf x f x xf x f x xf x f x x,1,0,0,0,0,1,2
sudah kodrat pecun dang paling pintar cari alasan xf x f x,1,0,0,0,0,1,2
nih lagi ada gerakan kontol chibi pembela anjing,0,1,0,0,0,1,2
pemecatan tidak masuk akal memberi pelajaran jama ah dan partai politik harus dipisah jama ah harus menjadi ulama pewaris nabi mampu menegakkan keadilan buat alam semesta cc,0,0,0,0,0,0,0
perilaku sih babi ini memang dengan benci hal berbau cocok islam dengan ahok,1,0,1,0,0,0,2
kalau pemerintah marah berarti ini rezim komunis,0,1,0,1,0,0,2
warga banjar sandang desa bangli baturiti menyatakan sikap dukung pilihan kepala daerah bali damai tolak hoaks,0,0,0,0,0,0,0
saya lengket seperti permen karet yang menempel di pantat guru,0,0,0,0,0,0,0
cina babi itu yang bikin indonesia bantai,0,1,0,1,0,0,2
pancasila itu islami bagi kaum muslimin pancasila itu kristiani bagi pemeluk kristen pancasila itu hinduisme bagi pemeluk hindu pancasila itu buddhaisme bagi pemeluk buddha karena pancasila itu sumbernya dari agama,0,0,0,0,0,0,0
posisi begini mantap iya coli kontol gay uniform resource locator,0,0,0,0,0,0,0
bencong macam ivan kamu percaya aduh kakak nya jadi perebut laki orang saja bangga ya iyalah dia bilang hidup enggak usah jujur amat dese hobi boboin lekong mulu saban ke bali,1,0,0,0,0,1,2
universitas islam rohingya di maungdaw dibakar teroris buddha,0,1,1,0,0,0,2
kotor tidak masalah yang penting bahagia warganya cebong mana mengerti,0,1,0,0,0,0,1
gembel elite sok kamu ngewe di sari ayu halo mas sama kelas kambing itu mainan gue tahun main itu di jayakarta hotel tematik klasik malio x sumo sama sampingnya atau yang sudah di tutup alexis ah mainan cebong kelas kambing cc,1,0,0,0,0,1,2
berisik kamu salah tempat kamu pada tokai onta bani cabul,1,0,0,0,0,0,1
mantap banget bro sudah ganteng pakai dasi suka ngentot lagi xf x f x di x c xf x f x di x c dan xf x f x x b xf x f x xa xf x f x x dan nrt like amp follow dan dan gay video gay sex gay video dan nuser xe x xa,0,0,0,0,0,0,0
apalagi teriak allah hu barbar rusak telinga bung fahri kapan diskusi buang islam di dewan perwakilan rakyat,0,1,1,0,0,0,2
bikin yang lini masa saja masih pakai bahasa onta sok dan kamu pakai bahasa kafir dan nuser,1,0,1,0,0,0,2
wah wah bani cebong pura pura enggak dibayar wah wah dasar cebong disodorkan tulang saja cepat apalagi uang wkwk,0,1,0,0,0,0,1
low picek t,1,0,0,0,1,0,2
ciri khas cebong yang melekat kalah data fakta langsung otak porno tidak keluar ganti presiden presidenbaru asal bukan jokowi,1,0,0,0,0,1,2
ada truk pasir terbalik tol jorr pasar minggu ke kp rambutan macet,0,0,0,0,0,0,0
apa itu ayat ringkas makhluk asing eak dan x begini wassalam dan haha makin mengarut cara hidup korang nih,1,0,1,0,0,0,2
atuhlah apa sudah nete dulu saja yang benar goblok,1,0,0,0,0,1,2
masyarakat mengeluhkan kinerja anies yang belum bisa mengatasi banjir menurut mereka masa kepemimpinan mantan gubernur ahok telah sukses memusnahkan banjir di jakarta berita di link berikut jp reader siapa yang lebih tanggap tangani banjir pollin,0,0,0,0,0,0,0
semarang kaline sing butek matanya disayang picek,1,0,0,0,1,0,2
hhhhmmm ini akibatnya jika jadi korban gizi buruk selalu salah dalam pemahamannya,0,0,0,0,0,0,0
kampang ini orang,1,0,0,0,0,0,1
sepertinya izin pemerintah setempat yang goblok kasih izin,0,1,0,0,0,0,1
tobat yuk sebelum terlambat biar gerombolan jil yang saja kita doakan konsisten bela kekafiran hingga akhir uniform hayat resource locator,0,1,1,0,0,0,2
itu kan kata ahok kafir umat anti ahok karena ahok itu kafir ahok itu cina yang suka makan babi bir,1,0,1,1,0,0,3
hutang diganti dengan bahas yang halus gotong royong benar nalar waras rakyat indonesia sedang diuji di rezim ini dan lulus naik kelas,0,0,0,0,0,0,0
terima kasih iya dom yoyakarta universitas kristen,0,0,0,0,0,0,0
congor dedemit nya,1,0,0,0,1,0,2
suka suka kamu saja anjing onta saja kak biar lebih berkah hidupnya,0,0,0,0,0,0,0
tidak banyak bacot padahal,0,0,0,0,0,0,0
iya beda budaya sih sepertinya tapi di jepang juga masih ada yang risih sih sama video musik bikini begitu tapi mereka bikinian jatuhnya tidak sexy malah lucu begitu,0,0,0,0,0,0,0
orang cina adalah bebas selama sih mukidi ada keahlian cebong tukang tipu cebong adalah goblok enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan ganti presiden plonga plongo dunning kruger effect,0,1,0,1,0,0,2
suasana stq tingkat kabupaten tidak ada ntt cukup dalam masjid tanpa mimbar tanpa dana swasembada dari umat islam untuk bawa nama pemerintah daerah dalam musabaqah tilawatil quran ke tingkat propinsi ntt menyedihkan ganti presiden,0,1,1,0,0,0,2
dia memang tidak punya hak untuk berkata seperti itu tapi tidak ada salahnya untuk melindungi kan dan panji hanya ingin menyampaikan pesan dan satu pertanyaan dan dan xe x x c dev baik baik ya kamu semoga cowok yang dekati kamu tidak berengsek aku tidak mau kamu sakit xe x x c dan dan xe x x c dev kita ini apa xe x x c,0,0,0,0,0,0,0
hindu dipermak tentara buddha radikal jadi teroris muslim rohingya,0,1,1,1,0,0,3
terus pm malaysia itu menyindir jokowi lalu diartikan menyerang jokowi hehe,1,0,0,0,0,0,1
aku seruji badan pengawas pemilihan umum kolaka tertinggi pelanggaran aparatur sipil negara dalam pilihan kepala daerah,0,0,0,0,0,0,0
bego ah budek xf x f x x,1,0,0,0,1,0,2
nyata rezim islam dibilang juga hoaks,1,0,1,0,0,0,2
kita harus usir keturunan cina dan pertahankan pribumi arab tidak usir tidak dia hanya keturunan ya saja,0,1,0,1,0,0,2
keluarga cebong kuadrat yang cewek jil sesat satu lagi ls hoaks,1,0,1,0,0,0,2
negara ini sudah terjual inilah hebatnya dekat lek jokowi itu negara sudah di keteng dan sudah ada dua kuasa pemerintah di negara ini calon pegawai negeri sipil tahun ini di khususkan untuk sinamata sipit sudah memerkosa negara sendiri pengkhianat dasar partai komunis indonesia,1,0,0,1,0,0,2
budaya sunda bikin mahasiswa asing jatuh cinta,0,0,0,0,0,0,0
utututut kali sedih matanya makin sipit,0,0,0,0,0,0,0
indah sapi tai matamu picek xf x f x x xf x x f x xf x f x x,1,0,0,0,1,0,2
kamu budek cuma congean,1,0,0,0,1,0,2
berarti tidak sala cebong pintar nna kalau sih kampret bagaimana dari dulu tidak maju cuma otak udang di pakai gede badan doang wajarlah kalau petinggi kampret pinda haluan,0,1,0,0,0,0,1
ketika potong rambut malah kependekan dan culun,0,0,0,0,0,0,0
banyak cebong stres di sini xf x f x x,0,1,0,0,0,0,1
terus yang mengakui ustad sering bilang jancuk matamu picek tidak kenapa bilang di,1,0,0,0,1,0,2
presiden joko widodo meminta agar sistem perizinan berusaha terintegrasi secara online atau online single rakyatb rsamajkw,0,0,0,0,0,0,0
cebong suram,1,0,0,0,1,0,2
jaman p pbb gratis yang di anggap asing tapi ternyata lebih peduli dengan rakyat kecil pribumi,0,0,0,0,0,0,0
sih ini rosa kok mukanya tugu kenapa peringatan enggak batu nissan yang gentle dong enggak apa juga kaum cebong,1,0,0,0,1,0,2
festival palang pintu ke gelar budaya mei sabtu dan minggu waktu indonesia bagian barat waktu indonesia bagian barat tutup jalan sepanjang jalan raya kemang jakarta selatan informasi lebih lanjut telepon wa,0,0,0,0,0,0,0
hem ganti presiden apa lanjutkan,0,0,0,0,0,0,0
yang ada dipikirannya hanya kekuasaan tidak peduli rakyatnya kayak apa ganti presiden,1,0,0,0,0,0,1
amin enggak malu sertifikat bohong akuisisi saham freeport ini mulut apa pantat onta dower amat,1,0,0,0,1,0,2
acara yang bangsa mengaji budaya dari muhammad arab buta huruf mengakui nabi ganti budaya baca,0,1,1,1,0,0,3
mengapa ahoker kristen munafik tidak berhenti mengolok gereja setiap hari apakah mereka memang dipengarahan ahok untuk menghina sih bumi datar,0,1,1,0,0,0,2
deklarasi pilihan kepala daerah aman dan anti hoaks jabon,0,0,0,0,0,0,0
nya lah bukan menteri soeharto ada yang homo,1,0,0,0,0,1,2
gembel belajar besok ujian nasional,0,0,0,0,0,0,0
menonton drama korea sambil ngentot ngewe memek memek basah jilat memek toket toket mulus kontol bispak binal bokep po xe x xa,0,0,0,0,0,0,0
ya silakan kalau mau ganti pakde tetapi dengan cara yang sportif dan elegan untuk soal gerakan subuhan itu sangat kental unsur politisnya itu yang aku tekankan bukan melebar kemana,0,0,0,0,0,0,0
agama itu urusan pribadi dengan tuhan mau nikah beda agama atau mau sih dimas pindah ke katolik atau sih nadine pindah ke islam itu bukan urusan kita doakan saja perkawinan mereka langgeng sampai maut memisahkan,0,0,0,0,0,0,0
tvone televisi favorit kaum fiksi yang dungu xf x f x x xf x f x x xf x f x x,0,1,0,0,0,0,1
tidak pernah mendalami al alquran ya bang pantas saja mulutnya kayak kafir hina,1,0,1,0,0,0,2
iya jual sih koh matamu ih picek ta tidak bisa liak tas jlentrek sak tai dayak dik tokoku tas kulit sek lumpia kosong tidak ingin kulit tas kadal koh cocok sama lidahmu,1,0,0,0,1,0,2
makanya like the game itself is sangat open to everything fuck kamu mau markus ngewe sama simon sure here is the canon in game xe x x orang bikin itu bertiga sama markus jadi poli serah dan nbut as biasanya bule itu memang banyak,1,0,0,0,0,1,2
dana haji di embat saatnya jokowi di lengserkan negara di gadaikan ke asing defisit semakin besar anggaran pendapatan dan belanja negara amblas turunkan jokowi,1,0,0,0,0,0,1
kenapa fangirl rata main twitter nya kalau mereka main instagram uangnya cepat habis cuma buat beli kuota belum merch dan antek anteknya god i sama done dengan this,0,0,0,0,0,0,0
rlp yeoja cantik culik gue dong bawa ke rumah kamu gue menguntungkan kamu tar bisa ngentot puas nya teruskan bisa di sembelihkan diri kok,0,0,0,0,0,0,0
artinya apa pribumi sadari lihat siapa mereka kecuali kalian sama sama cina komunis misionaris abaikan twit ini usir cina indonesia,0,1,0,1,0,0,2
ombudsman budek buta dan terhadap reklamasi sebenarnya kalian kerja untuk siapa rakyat kecil atau jongos dan asing xe x xa,0,1,0,0,1,0,2
jelaskan terus islam yang sebenarnya satu titik masyarakat akan sadar islam berbahaya pada tetapi titik satu,0,1,1,0,0,0,2
mau bangkai burik apa blangsak berengsek,0,0,0,0,0,0,0
cina ahoker sekarang berani bayar akan pribumi aparat aparat korup kamu legalkan aktivitas mereka cina bangsa bukan suku di indonesia cina usir,0,1,0,1,0,0,2
mereka sudah kalahkan penguasa media cukong dan sembako di pilihan kepala daerah jakarta mereka bersiap menang di daerah lain tinggalkan sih raja hutang partai politik terkorup di komisi pemberantasan korupsi cukong koruptor bantuan likuiditas bank indonesia rupiah triliun bandar narkoba tenaga kerja asing pencabut subsidi rakyat banc,0,1,0,0,0,0,1
betul susilo bambang yudhoyono secara objektif lebih mumpuni politisi indonesia terhebat saat ini tidak kayak jokowi tidak pantas jadi presiden uniform resource locator,1,0,0,0,0,0,1
maka di anda berada sebuah negara yang coba dikuasai komunis,0,1,0,1,0,0,2
ahok kafir takut debat dengan asli rakyat nelayan pribumi dan para pakar reklamasi dari rakyat ahok kafir bencong,1,0,1,0,0,1,3
haha mantap tetap pada intinya yaitu ngentot,0,0,0,0,0,0,0
terima kasih selamat jalan ila jiwari robbihimul a lah jalla wa alah ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia bahaya bahaya perintah beliau perintah yang kadang memberi kita pelajaran sangat berharga lahul fatihah,0,0,0,0,0,0,0
rasanya itu sih tiang listrik kampret li junhui mau gue pakai yang sudah dipasangkan bom dasar cungkring tidak tau diri,1,0,0,0,1,0,2
berbicara apaan kamu sarap tiba ketawa menyela obat sendiri kamu habis,1,0,0,0,1,0,2
benar itu biar jokowi ingat dan semangat gebuk partai komunis indonesia yang mau muncul,0,1,0,1,0,0,2
presiden ganti ndasmu jangan atos mengumbar cocot he goblok,1,0,0,0,1,0,2
komunis anjing kamu tolol,1,0,0,1,0,0,2
yang menulis macam twit kamu ini biasanya kafirun munafik bau bau partai komunis indonesia paling mengakui aku pancasila paling indonesia tapi mentalnya mental kacung,1,0,1,1,0,0,3
masyaallah wkwk antek anteknya pada muncul wehhh di lini masa ku,0,0,0,0,0,0,0
ingin kalau bentar benar partai komunis indonesia tidak ada di indonesia bubarkan partai demokrasi indonesia perjuangan,0,1,0,1,0,0,2
sebagian katak ge er bahwa isu ini memang menjatuhkan rezim namun isu ini adalah kerja intelijen pergerakan komunis,0,1,0,1,0,0,2
amin dan semoga pak jokowi jadi presiden lagi,0,0,0,0,0,0,0
tiada paksaan dalam islam mau kafir murtad monggo saja apa lagi sekadar budaya lokal menuju islam sempurna tentu berproses islam menghormati itu,0,0,0,0,0,0,0
apa sih hal positif pernah yang keluar dari mulutmu oi badanmu sudah kayak buntel ikan begitu isinya negatif semua sampah,1,0,0,0,1,0,2
the lie tju siswi kelas b sekolah dasar katolik karya yosef istrinya ronaldo pardede yang sah,0,0,0,0,0,0,0
yang jelas karena bukan orang nya ahok p atau jokowi dianggap bukan menghina tetapi islam cuma kepleset lidah saja itulah kalau bela agama cuma diniatkan menghajar lawan politik agama kok jadi alat transaksi politik memal,1,0,1,0,0,0,2
tidak usah terlalu tinggi pikir ganti presiden deh ganti kelamin yang normal dulu saja buat baru bacot,1,0,0,0,0,1,2
oktober hari kesaktian pancasila tapi sekarang pancasila diversikan ke komunis arah rezim diktator yang anti islam,0,1,1,1,0,0,3
otak bani cebong memang kosong dan seorang napi penista agama yang diselingkuhi tahun istri lamanya juga amp bermulut jamban dipuja puja bak dewa dan dan dan dan cebong koplo,1,0,1,0,0,0,2
tumbangkan jokowi radikal lengserkan jokowi,1,0,0,0,0,0,1
persetan dengan bocah kontol yang sok kerad kecewa sekolah nama xf x f x x xf x f x sok pemes kamu tong biar apa coba dan sekolah kamu kerjaannya cuma pacaran tidur sama jajan saja sok sok an bilang harga diri xf x f x x,1,0,0,0,0,1,2
orang edan iya bisa mengerti id card barang boleh memberi disaut haha,0,0,0,0,0,0,0
Hanyalah monyet seekor banci plongo plonga,1,0,0,0,0,1,2
apakah anda jujur menabikan muhammad yang catut nama tuhan legalkan kejahatannya pak lukman,0,1,1,0,0,0,2
kita kita biasa saja dengan pernyataan yang ada tidak merasa bangkai,0,0,0,0,0,0,0
wakil gubernur babel abdul fatah bersyukur peserta event sungai liat triathlon dari tahun ke tahun bertambah ia menilai event ini,0,0,0,0,0,0,0
perjaka di jual sok an mau booking tante idiot anjir,1,0,0,0,1,1,3
twitnya ringan gue saja lah cape gue banci,1,0,0,0,0,1,2
bangga jadi jongos memang kamu sudah apa saja babu jilat memek busuk alexis,1,0,0,0,0,1,2
bangsat dan cebong dan kecoak dan bajingan dan tai ayam dan anjing dan monyet dan cecurut dan boraks dan kucirap,0,0,0,0,0,0,0
anggota dewan perwakilan rakyat yang amnesia parah begini kok ada yang memilih dan merasa diwakili orang ini wkwk,0,0,0,0,0,0,0
iya benar menyuap makanan saja di memvideo congor kamu kemana bangsat jijik dan mending kalau makanannya doang bisa bikin lapar lah mulutnya yang di memvideo ngewe xf x f x x xf x f x x,1,0,0,0,0,0,1
lagian di pulau komodo adalah kamu tidak bisa main di pantai yang ada ketemu komodo buaya lagi berenang,0,0,0,0,0,0,0
ayo jaga keutuhan negara kesatuan republik indonesia tangkap penista agama stop kriminalisasi ulama resource,1,0,1,0,0,0,2
monyet komunis,1,0,0,1,0,0,2
mereka tidak tertarik melihat koruptor bantuan likuiditas bank indonesia yang pelaku nya taipan binaan komunis cina dan mitra nya megawati sp,0,1,0,1,0,0,2
karena dia tidak punya program hanya modal bacot doang,1,0,0,0,0,0,1
partai indonesia perjuangan itu partainya preman komunis maling racist koruptor partai demokrasi indonesia perjuangan tempat berkumpul nya orang amoral,0,1,0,1,0,0,2
lagi tidak bisa mantan nih ah cacat,0,0,0,0,0,0,0
itu kayak fist travel sama abu tour yang gelapi uang jamaah umrah nah itu jelas melecehkan kenapa kamu diam saja nini orang xe x xa,0,0,0,0,0,0,0
ada kemungkinan gaji ke dan pegawai negeri sipil dibayar bulan juni via,0,0,0,0,0,0,0
berharap rizieq pulang hadapi kasus itu ibarat buat orang orangan sawah lalu ditaruh di laut kamu kamu pecun dang berengsek itu harusnya dijemput paksa kecuali polisi memang takut pada pengikutnya,1,0,0,0,0,1,2
terus dia memanggil anaknya buat ambil duitnya di tempat sih bapak itu menunggu baru deh duitnya dikasih ke gue padahal sih bapak sehat saja tidak cacat fisik tapi malesnya tidak ketulungan buat sekadar beli saja masih menyuruh anaknya yang turun mungkin sih bapak itu,0,0,0,0,0,0,0
diktator kampungan hehe,1,0,0,0,1,0,2
balas pakai pantun dan dan xf x f x e xb dari banten bawa bekal lewat cengkareng terbang ke blitar dan xf x f x e xb xf x f x e xb beli coklat dimakan di bawah pohon salam dan xf x f x e xb xf x f x e xb xf,0,0,0,0,0,0,0
ahok si mulut jamban tokoh yang punya nilai bahasa indonesia dan norma etika tai kucing,1,0,0,0,0,0,1
terus maksudnya indonesia mayoritas yang muslim suruh pilih pemimpin cina non muslim begitu jangan ya dong,1,0,1,1,0,0,3
karena itu beberapa memilih main di rusia turki cina karena katanya sih tax heaven alias tidak sudah paling benar sambil angkat sekali lagi lightstick mu kawan di sayidan di jalanan tuangkan air kedamaian,0,0,0,0,0,0,0
mengapa menggunakan arab bukankah tuhan yang maha esa menurut pancasila indonesia,0,1,1,0,0,0,2
modal cocot dapat dan amplop otak awam fan amp nya saja rawan radikalis kena penghukuman nge nuhan dengan neraka dan edan,0,1,0,0,1,0,2
anda menghina islam muhammad tidak tahu budi terhadap sukunya sendiri mengajar salat meminta pahala dari allah subhanahu wa taala,0,1,1,0,0,0,2
aduh masih sempat nya ada tagar ganti kalender di twit nya international association of athletics federations dasar onta xf x f x x,1,0,0,0,0,0,1
bang adian pernah bilang sebelum berniat ganti presiden tentukan dulu siapa lawannya pak jokowi di baru adu program,0,0,0,0,0,0,0
harusnya di peringatkan kalau masih jahat sama islam akan di usir cina buddha di indonesia,0,1,1,1,0,0,3
video ahok menghina agama kristen agama konyol ahok bangsa,1,0,1,0,0,0,2
ibaratnya sekarang gaya hidup dan budaya asli mereka telah hilang dan benar benar kehilangan jati dirinya,0,0,0,0,0,0,0
teman makan teman ketika dia sudah janji akan memberi menyontek untuk ujian tetapi pas giliran ujian dia malah pura budek reuni,0,0,0,0,0,0,0
lagi tenaga kerja asal cina melecehkan lambang indonesia negara resource uniform locator melalui,0,1,0,1,0,0,2
berhenti jadi konsumen wisata haji rumah yang jadilah produsen wisata jiarah,0,1,1,0,0,0,2
ganyang partai komunis indonesia itu kewajiban dalam menjaga negara kesatuan republik indonesia dan pancasila uniform resource locator,0,1,0,1,0,0,2
kaget anjir mantap penuh kiraan apa,0,0,0,0,0,0,0
tak baca berita nya saya kira nih aki mungkin punya sudah gangguan jiwa seandainya nya nanti amin kalah bisa nanti malaikat di bilang kafir dan pro asing kasihan malaikat tidak urusan mengerti calon presiden tetapi di bawa sama aki gila,1,0,0,0,1,0,2
cuma yang anti,0,1,1,1,0,0,3
pilihan saya jokowi,0,0,0,0,0,0,0
Pancing ayo keluar antek komunis yang ada di negara kesatuan republik indonesia dengan menyelenggarakan menonton bareng pengkhianatan film tidak si partai komunis indonesia,0,1,0,1,0,0,2
lapor apa dijelaskan islam hina sangat majelis ulama indonesia front pembela islam lain dan lain tak mau dan mampu membantah,0,1,1,0,0,0,2
ayo pak polisi tangkap dan usir sih raja kodok komunis dari istana sebelum dia dan para cebong cina komunis menghancurkan negara kesatuan republik indonesia,0,1,0,1,0,0,2
hajar dan ganyang partai komunis uniform locator,0,1,0,1,0,0,2
gue harus bilang babi ahok apa dong selain kafir gue hanya ingin gerombolannya babi ahok merasakan bagaimana kalau anjing bangsat in,0,1,1,0,0,0,2
presiden polling menang mimpi dan onani,1,0,0,0,0,1,2
yang penting jangan orang di indonesia cina,1,0,0,1,0,0,2
provokasi mayat politisasi agama penyebab kekalahan pilihan kepala daerah daerah khusus ibukota beginilah cara cebong mendeskripsikan kekalahan junjungannya for your information ahok belum pernah ikut pemilihan apapun kecamatan jadi wakil dan dia bukanlah etnis mayoritas,1,0,0,1,0,0,2
